event_id,ticker,event_ts,event_type,n_insiders,n_filings,total_value,first_filing
f4_JRVR_2025-05-21,JRVR,2025-05-21,form4_cluster_buy,3,3,727846.76,2025-05-16
f4_PANL_2025-05-22,PANL,2025-05-22,form4_cluster_buy,2,5,670559.55,2025-05-19
f4_SDHC_2025-05-22,SDHC,2025-05-22,form4_cluster_buy,3,4,862769.94,2025-05-20
f4_FIP_2025-05-23,FIP,2025-05-23,form4_cluster_buy,2,2,2716600.0,2025-05-22
f4_NTHI_2025-05-23,NTHI,2025-05-23,form4_cluster_buy,4,16,207888.55,2025-05-19
f4_BCBP_2025-05-27,BCBP,2025-05-27,form4_cluster_buy,2,3,104530.0,2025-05-27
f4_KINS_2025-05-27,KINS,2025-05-27,form4_cluster_buy,2,3,466522.4,2025-05-22
f4_ARQ_2025-05-28,ARQ,2025-05-28,form4_cluster_buy,3,3,615000.0,2025-05-27
f4_BDL_2025-05-30,BDL,2025-05-30,form4_cluster_buy,2,9,331236.12,2025-05-30
f4_MAGN_2025-05-30,MAGN,2025-05-30,form4_cluster_buy,2,2,402997.48,2025-05-30
f4_CIA_2025-06-02,CIA,2025-06-02,form4_cluster_buy,2,3,138236.0,2025-05-29
f4_NEWT_2025-06-02,NEWT,2025-06-02,form4_cluster_buy,2,5,114145.7,2025-05-29
f4_VFF_2025-06-02,VFF,2025-06-02,form4_cluster_buy,2,5,236010.0,2025-05-28
f4_LUCK_2025-06-03,LUCK,2025-06-03,form4_cluster_buy,2,3,194778.0,2025-05-29
f4_MATV_2025-06-03,MATV,2025-06-03,form4_cluster_buy,4,4,376200.0,2025-05-30
f4_MAGN_2025-06-05,MAGN,2025-06-05,form4_cluster_buy,2,2,172449.8,2025-06-05
f4_AMPY_2025-06-06,AMPY,2025-06-06,form4_cluster_buy,2,4,1026937.0,2025-06-02
f4_NCDL_2025-06-06,NCDL,2025-06-06,form4_cluster_buy,2,2,122673.4,2025-06-05
f4_BWFG_2025-06-09,BWFG,2025-06-09,form4_cluster_buy,5,5,106867.32,2025-06-09
f4_IMUX_2025-06-09,IMUX,2025-06-09,form4_cluster_buy,5,6,230234.21,2025-06-04
f4_BARK_2025-06-11,BARK,2025-06-11,form4_cluster_buy,2,3,153602.83,2025-06-09
f4_QTRX_2025-06-13,QTRX,2025-06-13,form4_cluster_buy,3,6,2873835.59,2025-06-09
f4_VRA_2025-06-13,VRA,2025-06-13,form4_cluster_buy,2,2,574474.17,2025-06-13
f4_ASIC_2025-06-16,ASIC,2025-06-16,form4_cluster_buy,4,4,1466386.0,2025-06-16
f4_HURC_2025-06-16,HURC,2025-06-16,form4_cluster_buy,3,5,116110.15,2025-06-13
f4_IMRX_2025-06-23,IMRX,2025-06-23,form4_cluster_buy,3,3,202608.82,2025-06-18
f4_AMPY_2025-06-24,AMPY,2025-06-24,form4_cluster_buy,2,2,833735.92,2025-06-20
f4_HURC_2025-06-26,HURC,2025-06-26,form4_cluster_buy,2,4,105965.0,2025-06-25
f4_INTG_2025-07-01,INTG,2025-07-01,form4_cluster_buy,2,19,165801.6,2025-06-26
f4_COSO_2025-07-07,COSO,2025-07-07,form4_cluster_buy,12,12,3529762.5,2025-07-07
f4_CIVB_2025-07-15,CIVB,2025-07-15,form4_cluster_buy,8,8,260142.5,2025-07-15
f4_BRCC_2025-07-22,BRCC,2025-07-22,form4_cluster_buy,4,4,720000.0,2025-07-18
f4_CHMG_2025-07-25,CHMG,2025-07-25,form4_cluster_buy,2,4,681529.58,2025-07-22
f4_DMAC_2025-07-25,DMAC,2025-07-25,form4_cluster_buy,3,3,16799996.5,2025-07-25
f4_FBIZ_2025-08-01,FBIZ,2025-08-01,form4_cluster_buy,2,2,525865.0,2025-08-01
f4_JMSB_2025-08-01,JMSB,2025-08-01,form4_cluster_buy,2,14,345073.58,2025-07-30
f4_PCB_2025-08-01,PCB,2025-08-01,form4_cluster_buy,2,9,591670.98,2025-07-29
f4_OBIO_2025-08-05,OBIO,2025-08-05,form4_cluster_buy,2,2,1980000.0,2025-08-04
f4_SI_2025-08-05,SI,2025-08-05,form4_cluster_buy,7,7,11675730.0,2025-08-05
f4_ASUR_2025-08-06,ASUR,2025-08-06,form4_cluster_buy,2,2,250340.0,2025-08-06
f4_CLAR_2025-08-07,CLAR,2025-08-07,form4_cluster_buy,2,3,1000676.4,2025-08-07
f4_AVBC_2025-08-08,AVBC,2025-08-08,form4_cluster_buy,7,10,1019676.19,2025-08-05
f4_AVBH_2025-08-11,AVBH,2025-08-11,form4_cluster_buy,16,16,3488755.0,2025-08-11
f4_CTEV_2025-08-12,CTEV,2025-08-12,form4_cluster_buy,2,3,549191.37,2025-08-11
f4_NMFC_2025-08-12,NMFC,2025-08-12,form4_cluster_buy,2,4,273649.83,2025-08-11
f4_AMPY_2025-08-14,AMPY,2025-08-14,form4_cluster_buy,2,5,1603488.85,2025-08-13
f4_GRNT_2025-08-14,GRNT,2025-08-14,form4_cluster_buy,3,4,137812.0,2025-08-12
f4_KRO_2025-08-14,KRO,2025-08-14,form4_cluster_buy,5,8,167775.0,2025-08-11
f4_PMTS_2025-08-14,PMTS,2025-08-14,form4_cluster_buy,2,2,167536.53,2025-08-13
f4_AVBC_2025-08-15,AVBC,2025-08-15,form4_cluster_buy,4,16,670650.97,2025-08-11
f4_AIOT_2025-08-18,AIOT,2025-08-18,form4_cluster_buy,2,2,148753.94,2025-08-14
f4_EPSN_2025-08-20,EPSN,2025-08-20,form4_cluster_buy,2,3,141510.0,2025-08-20
f4_PEW_2025-08-20,PEW,2025-08-20,form4_cluster_buy,3,3,211066.0,2025-08-20
f4_ACOG_2025-08-21,ACOG,2025-08-21,form4_cluster_buy,2,2,377329.5,2025-08-20
f4_AEBI_2025-08-21,AEBI,2025-08-21,form4_cluster_buy,4,4,195465.0,2025-08-18
f4_STRZ_2025-08-21,STRZ,2025-08-21,form4_cluster_buy,3,5,456945.92,2025-08-19
f4_TPVG_2025-08-22,TPVG,2025-08-22,form4_cluster_buy,2,6,1542847.92,2025-08-20
f4_INR_2025-08-25,INR,2025-08-25,form4_cluster_buy,2,4,765940.47,2025-08-22
f4_AVBC_2025-08-26,AVBC,2025-08-26,form4_cluster_buy,2,2,137351.45,2025-08-21
f4_FFAI_2025-08-26,FFAI,2025-08-26,form4_cluster_buy,2,2,221464.43,2025-08-26
f4_MX_2025-08-26,MX,2025-08-26,form4_cluster_buy,2,2,113970.0,2025-08-26
f4_AVBC_2025-08-28,AVBC,2025-08-28,form4_cluster_buy,2,4,250121.67,2025-08-27
f4_DGICA_2025-08-28,DGICA,2025-08-28,form4_cluster_buy,2,3,547347.49,2025-08-25
f4_TPVG_2025-08-28,TPVG,2025-08-28,form4_cluster_buy,2,8,2644675.12,2025-08-26
f4_AFCG_2025-08-29,AFCG,2025-08-29,form4_cluster_buy,3,8,3841473.33,2025-08-26
f4_TPVG_2025-09-04,TPVG,2025-09-04,form4_cluster_buy,2,8,2853016.84,2025-09-02
f4_AVBC_2025-09-05,AVBC,2025-09-05,form4_cluster_buy,2,3,150052.96,2025-09-03
f4_BWFG_2025-09-05,BWFG,2025-09-05,form4_cluster_buy,5,6,107412.9,2025-09-05
f4_AFCG_2025-09-08,AFCG,2025-09-08,form4_cluster_buy,2,4,748800.93,2025-09-03
f4_AARD_2025-09-12,AARD,2025-09-12,form4_cluster_buy,2,4,209093.8,2025-09-10
f4_CAMP_2025-09-15,CAMP,2025-09-15,form4_cluster_buy,7,9,8554993.77,2025-09-11
f4_SI_2025-09-15,SI,2025-09-15,form4_cluster_buy,2,3,147827.0,2025-09-15
f4_TTGT_2025-09-15,TTGT,2025-09-15,form4_cluster_buy,2,2,143894.0,2025-09-12
f4_NMFC_2025-09-18,NMFC,2025-09-18,form4_cluster_buy,2,3,1542405.0,2025-09-16
f4_AVBC_2025-09-19,AVBC,2025-09-19,form4_cluster_buy,2,3,139612.1,2025-09-15
f4_MSIF_2025-09-29,MSIF,2025-09-29,form4_cluster_buy,3,5,150606.05,2025-09-24
f4_PEPG_2025-10-01,PEPG,2025-10-01,form4_cluster_buy,2,2,30640000.0,2025-09-30
f4_IMRX_2025-10-02,IMRX,2025-10-02,form4_cluster_buy,4,5,102617.11,2025-09-30
f4_GWRS_2025-10-07,GWRS,2025-10-07,form4_cluster_buy,2,2,9086896.9,2025-10-07
f4_CBK_2025-10-09,CBK,2025-10-09,form4_cluster_buy,2,2,199968.0,2025-10-09
f4_CPSH_2025-10-09,CPSH,2025-10-09,form4_cluster_buy,5,5,201498.0,2025-10-09
f4_CBK_2025-10-15,CBK,2025-10-15,form4_cluster_buy,2,2,549984.0,2025-10-15
f4_TTRX_2025-10-23,TTRX,2025-10-23,form4_cluster_buy,2,2,124997.4,2025-10-23
f4_INBK_2025-11-03,INBK,2025-11-03,form4_cluster_buy,3,3,151943.4,2025-10-30
f4_AVBC_2025-11-04,AVBC,2025-11-04,form4_cluster_buy,2,5,174896.08,2025-10-31
f4_NEWT_2025-11-04,NEWT,2025-11-04,form4_cluster_buy,2,6,112600.0,2025-11-03
f4_BPRN_2025-11-06,BPRN,2025-11-06,form4_cluster_buy,2,3,114997.8,2025-11-03
f4_NVCT_2025-11-06,NVCT,2025-11-06,form4_cluster_buy,3,3,168110.0,2025-11-06
f4_AVBC_2025-11-07,AVBC,2025-11-07,form4_cluster_buy,2,4,201181.04,2025-11-06
f4_XZO_2025-11-07,XZO,2025-11-07,form4_cluster_buy,8,8,1869000.0,2025-11-07
f4_FDBC_2025-11-10,FDBC,2025-11-10,form4_cluster_buy,3,3,175819.5,2025-11-10
f4_LENZ_2025-11-10,LENZ,2025-11-10,form4_cluster_buy,2,3,289295.19,2025-11-07
f4_GBFH_2025-11-12,GBFH,2025-11-12,form4_cluster_buy,2,5,859848.92,2025-11-12
f4_WEST_2025-11-12,WEST,2025-11-12,form4_cluster_buy,3,6,570127.82,2025-11-12
f4_ARQ_2025-11-13,ARQ,2025-11-13,form4_cluster_buy,3,4,346047.54,2025-11-12
f4_AVBC_2025-11-13,AVBC,2025-11-13,form4_cluster_buy,2,2,126227.74,2025-11-12
f4_RGP_2025-11-13,RGP,2025-11-13,form4_cluster_buy,2,4,904200.0,2025-11-13
f4_SENS_2025-11-13,SENS,2025-11-13,form4_cluster_buy,3,3,184790.2,2025-11-10
f4_FRPH_2025-11-14,FRPH,2025-11-14,form4_cluster_buy,3,6,345854.85,2025-11-12
f4_WHF_2025-11-14,WHF,2025-11-14,form4_cluster_buy,2,7,291744.0,2025-11-14
f4_CRVO_2025-11-17,CRVO,2025-11-17,form4_cluster_buy,4,10,301571.32,2025-11-13
f4_TPVG_2025-11-17,TPVG,2025-11-17,form4_cluster_buy,2,8,2049294.86,2025-11-13
f4_AP_2025-11-19,AP,2025-11-19,form4_cluster_buy,2,3,140360.0,2025-11-18
f4_CRVO_2025-11-19,CRVO,2025-11-19,form4_cluster_buy,4,8,436152.0,2025-11-19
f4_EML_2025-11-19,EML,2025-11-19,form4_cluster_buy,2,7,190782.76,2025-11-14
f4_GCBC_2025-11-19,GCBC,2025-11-19,form4_cluster_buy,2,3,106932.0,2025-11-17
f4_CTEV_2025-11-20,CTEV,2025-11-20,form4_cluster_buy,4,4,676121.73,2025-11-18
f4_SVCO_2025-11-20,SVCO,2025-11-20,form4_cluster_buy,3,4,224256.39,2025-11-18
f4_AEBI_2025-11-21,AEBI,2025-11-21,form4_cluster_buy,3,3,180250.0,2025-11-17
f4_GLRE_2025-11-21,GLRE,2025-11-21,form4_cluster_buy,2,2,129454.0,2025-11-19
f4_GRNT_2025-11-21,GRNT,2025-11-21,form4_cluster_buy,2,6,131630.0,2025-11-17
f4_TPVG_2025-11-21,TPVG,2025-11-21,form4_cluster_buy,2,8,2032519.66,2025-11-19
f4_AISP_2025-11-24,AISP,2025-11-24,form4_cluster_buy,2,4,351215.2,2025-11-19
f4_FOSL_2025-11-24,FOSL,2025-11-24,form4_cluster_buy,5,7,664465.74,2025-11-19
f4_NTHI_2025-11-24,NTHI,2025-11-24,form4_cluster_buy,2,4,192019.0,2025-11-24
f4_WEST_2025-11-24,WEST,2025-11-24,form4_cluster_buy,3,5,920850.0,2025-11-19
f4_AVBC_2025-11-25,AVBC,2025-11-25,form4_cluster_buy,3,3,107865.92,2025-11-20
f4_CBK_2025-11-25,CBK,2025-11-25,form4_cluster_buy,2,2,102462.64,2025-11-25
f4_TPVG_2025-11-25,TPVG,2025-11-25,form4_cluster_buy,2,4,1132060.21,2025-11-25
f4_MLP_2025-11-26,MLP,2025-11-26,form4_cluster_buy,2,7,404080.0,2025-11-21
f4_AVBC_2025-12-03,AVBC,2025-12-03,form4_cluster_buy,2,2,180327.28,2025-12-01
f4_TPVG_2025-12-05,TPVG,2025-12-05,form4_cluster_buy,2,14,3246663.71,2025-12-01
f4_BWFG_2025-12-08,BWFG,2025-12-08,form4_cluster_buy,5,6,105212.37,2025-12-08
f4_SRZN_2025-12-08,SRZN,2025-12-08,form4_cluster_buy,2,8,1389700.92,2025-12-08
f4_JFB_2025-12-10,JFB,2025-12-10,form4_cluster_buy,2,2,128077.0,2025-12-09
f4_SVCO_2025-12-10,SVCO,2025-12-10,form4_cluster_buy,3,3,193755.87,2025-12-08
f4_AARD_2025-12-12,AARD,2025-12-12,form4_cluster_buy,2,2,144595.0,2025-12-12
f4_OFLX_2025-12-12,OFLX,2025-12-12,form4_cluster_buy,2,4,118485.68,2025-12-08
f4_TPVG_2025-12-12,TPVG,2025-12-12,form4_cluster_buy,2,10,2071579.88,2025-12-09
f4_CJMB_2025-12-15,CJMB,2025-12-15,form4_cluster_buy,2,7,102941.97,2025-12-10
f4_SI_2025-12-15,SI,2025-12-15,form4_cluster_buy,2,4,136640.99,2025-12-15
f4_VRA_2025-12-15,VRA,2025-12-15,form4_cluster_buy,2,3,693237.0,2025-12-15
f4_BCIC_2025-12-16,BCIC,2025-12-16,form4_cluster_buy,5,5,1334963.09,2025-12-16
f4_EML_2025-12-17,EML,2025-12-17,form4_cluster_buy,7,7,199121.18,2025-12-16
f4_TPVG_2025-12-18,TPVG,2025-12-18,form4_cluster_buy,2,8,1480363.97,2025-12-16
f4_GTE_2025-12-22,GTE,2025-12-22,form4_cluster_buy,2,2,1965990.0,2025-12-19
f4_HYPD_2025-12-22,HYPD,2025-12-22,form4_cluster_buy,3,4,398026.45,2025-12-19
f4_TPVG_2025-12-22,TPVG,2025-12-22,form4_cluster_buy,2,4,677629.8,2025-12-22
f4_XZO_2025-12-22,XZO,2025-12-22,form4_cluster_buy,3,3,637329.0,2025-12-22
f4_WHF_2025-12-29,WHF,2025-12-29,form4_cluster_buy,2,5,193616.28,2025-12-29
f4_BOC_2025-12-30,BOC,2025-12-30,form4_cluster_buy,3,7,1346782.68,2025-12-30
f4_TPVG_2025-12-31,TPVG,2025-12-31,form4_cluster_buy,2,12,2145281.8,2025-12-29
f4_SRZN_2026-01-08,SRZN,2026-01-08,form4_cluster_buy,2,4,600593.44,2026-01-08
f4_LMNR_2026-01-09,LMNR,2026-01-09,form4_cluster_buy,2,3,319021.74,2026-01-06
f4_TPVG_2026-01-09,TPVG,2026-01-09,form4_cluster_buy,2,14,2875803.68,2026-01-05
f4_TPVG_2026-01-13,TPVG,2026-01-13,form4_cluster_buy,2,4,526863.36,2026-01-13
f4_ACRV_2026-01-16,ACRV,2026-01-16,form4_cluster_buy,3,3,114341.39,2026-01-15
f4_IMRX_2026-01-16,IMRX,2026-01-16,form4_cluster_buy,3,3,108311.64,2026-01-14
f4_NEWT_2026-01-16,NEWT,2026-01-16,form4_cluster_buy,5,24,304412.74,2026-01-15
f4_SRZN_2026-01-20,SRZN,2026-01-20,form4_cluster_buy,2,20,1997899.56,2026-01-15
f4_IMRX_2026-01-21,IMRX,2026-01-21,form4_cluster_buy,2,2,126031.02,2026-01-20
f4_ISBA_2026-01-23,ISBA,2026-01-23,form4_cluster_buy,7,8,105012.96,2026-01-21
f4_NWFL_2026-01-29,NWFL,2026-01-29,form4_cluster_buy,3,6,274789.96,2026-01-28
f4_THM_2026-01-30,THM,2026-01-30,form4_cluster_buy,2,4,72120702.66,2026-01-27
f4_CMTV_2026-02-05,CMTV,2026-02-05,form4_cluster_buy,4,5,235876.0,2026-02-02
f4_CING_2026-02-10,CING,2026-02-10,form4_cluster_buy,4,4,166692.96,2026-02-10
f4_LUCK_2026-02-13,LUCK,2026-02-13,form4_cluster_buy,2,2,137020.0,2026-02-10
f4_CNVS_2026-02-17,CNVS,2026-02-17,form4_cluster_buy,7,7,525000.0,2026-02-17
f4_TLSI_2026-02-23,TLSI,2026-02-23,form4_cluster_buy,5,6,1785488.5,2026-02-23
f4_TBI_2026-02-26,TBI,2026-02-26,form4_cluster_buy,3,3,149086.0,2026-02-24
f4_CTEV_2026-03-02,CTEV,2026-03-02,form4_cluster_buy,3,3,638625.2,2026-03-02
f4_LEE_2026-03-03,LEE,2026-03-03,form4_cluster_buy,2,14,1052252.4,2026-02-26
f4_LAW_2026-03-04,LAW,2026-03-04,form4_cluster_buy,4,6,3633218.56,2026-03-02
f4_SLRC_2026-03-05,SLRC,2026-03-05,form4_cluster_buy,2,4,3090971.54,2026-03-05
f4_NCDL_2026-03-06,NCDL,2026-03-06,form4_cluster_buy,5,6,454998.4,2026-03-05
f4_NMFC_2026-03-06,NMFC,2026-03-06,form4_cluster_buy,4,15,8476884.48,2026-03-02
f4_LYEL_2026-03-09,LYEL,2026-03-09,form4_cluster_buy,2,2,24999969.8,2026-03-09
f4_TKNO_2026-03-09,TKNO,2026-03-09,form4_cluster_buy,2,2,143417.2,2026-03-09
f4_LEE_2026-03-10,LEE,2026-03-10,form4_cluster_buy,2,15,1124327.0,2026-03-05
f4_SSP_2026-03-10,SSP,2026-03-10,form4_cluster_buy,11,27,5776815.29,2026-03-05
f4_TCPC_2026-03-10,TCPC,2026-03-10,form4_cluster_buy,3,4,337442.38,2026-03-10
f4_EML_2026-03-11,EML,2026-03-11,form4_cluster_buy,2,4,156861.87,2026-03-09
f4_SSP_2026-03-11,SSP,2026-03-11,form4_cluster_buy,11,18,2168686.62,2026-03-11
f4_COFS_2026-03-12,COFS,2026-03-12,form4_cluster_buy,2,2,166837.0,2026-03-09
f4_KRRO_2026-03-12,KRRO,2026-03-12,form4_cluster_buy,9,9,20707929.0,2026-03-12
f4_NCDL_2026-03-12,NCDL,2026-03-12,form4_cluster_buy,2,2,310469.47,2026-03-11
f4_ADV_2026-03-13,ADV,2026-03-13,form4_cluster_buy,3,5,263666.68,2026-03-09
f4_AVBC_2026-03-13,AVBC,2026-03-13,form4_cluster_buy,4,5,113983.04,2026-03-10
f4_BWFG_2026-03-13,BWFG,2026-03-13,form4_cluster_buy,5,30,1528368.77,2026-03-09
f4_ALTG_2026-03-16,ALTG,2026-03-16,form4_cluster_buy,2,7,519262.33,2026-03-13
f4_CTEV_2026-03-16,CTEV,2026-03-16,form4_cluster_buy,2,2,270497.0,2026-03-16
f4_GRNT_2026-03-16,GRNT,2026-03-16,form4_cluster_buy,5,7,219425.0,2026-03-11
f4_OSUR_2026-03-16,OSUR,2026-03-16,form4_cluster_buy,2,2,132062.94,2026-03-16
f4_SENS_2026-03-16,SENS,2026-03-16,form4_cluster_buy,2,2,200007.75,2026-03-16
f4_AEYE_2026-03-17,AEYE,2026-03-17,form4_cluster_buy,2,4,319142.35,2026-03-12
f4_FOA_2026-03-17,FOA,2026-03-17,form4_cluster_buy,2,2,174852.6,2026-03-16
f4_SCM_2026-03-17,SCM,2026-03-17,form4_cluster_buy,3,7,766430.85,2026-03-17
f4_SDHC_2026-03-17,SDHC,2026-03-17,form4_cluster_buy,4,4,525428.7,2026-03-17
